date,player_a,player_b,score_a,score_b
2023-10-24,Phillip Thorp,Luke Foster,1,0
2023-10-24,Jakk Phillips,Stone Stenhouse,0,1
2023-10-24,Nathan Miller,Clint Kappler,0,1
2023-10-24,Colin Gamble,Alex Kingsbury,1,0
2023-10-24,Jake McCartney,Ben Crawley,1,0
2023-10-24,Marc Robertson,Justin Sajich,1,0
2023-10-24,Ben Nunan,Barry Kitchener Jnr,1,0
2023-10-24,Michael Scerri,Rusty Wheeler,0,1
2023-10-24,Paull Clack,Brent Read,1,0
2023-10-24,Rob Bowen,Matthew Gartrell,0,1
2023-10-24,Gus Di Giorgio,Greg Segal,0,1
2023-10-24,Scott Parker,Travis Crawley,0,1
2023-10-24,Jake McCartney,Rusty Wheeler,1,0
2023-10-24,Marc Robertson,Barry Kitchener Jnr,1,0
2023-10-24,Ben Nunan,Justin Sajich,0,1
2023-10-24,Michael Scerri,Ben Crawley,1,0
2023-10-24,Paull Clack,Travis Crawley,0,1
2023-10-24,Rob Bowen,Greg Segal,1,0
2023-10-24,Gus Di Giorgio,Matthew Gartrell,0,1
2023-10-24,Scott Parker,Brent Read,1,0
2023-10-24,Jake McCartney,Matthew Gartrell,1,0
2023-10-24,Marc Robertson,Brent Read,0,1
2023-10-24,Ben Nunan,Travis Crawley,0,1
2023-10-24,Michael Scerri,Greg Segal,1,0
2023-10-24,Paull Clack,Justin Sajich,0,1
2023-10-24,Rob Bowen,Ben Crawley,0,1
2023-10-24,Gus Di Giorgio,Rusty Wheeler,1,0
2023-10-24,Scott Parker,Barry Kitchener Jnr,0,1
2023-10-24,Michael Cacciola,Jason Yu,1,0
2023-10-24,Alec Evreniadis,Chris Beagley,0,1
2023-10-24,Dave Ewing,Jason Kyranis,0,1
2023-10-24,Jeff Gluyas,Chris Davis,0,1
2023-10-24,Ian Hinton,William Kossack,0,1
2023-10-24,Kane Weekley,Trai Chan,0,1
2023-10-24,Jayden Domeika,Daniel Graetz,1,0
2023-10-24,Stacey Vine,Ruel Dancel,0,1
2023-10-24,Michael Cacciola,Chris Davis,1,0
2023-10-24,Alec Evreniadis,Jason Kyranis,1,0
2023-10-24,Dave Ewing,Chris Beagley,1,0
2023-10-24,Michael Hayes,Jason Yu,0,1
2023-10-24,Ian Hinton,Ruel Dancel,1,0
2023-10-24,Kane Weekley,Daniel Graetz,1,0
2023-10-24,Jayden Domeika,Trai Chan,1,0
2023-10-24,Stacey Vine,William Kossack,0,1
2023-10-24,Michael Cacciola,Trai Chan,1,0
2023-10-24,Alec Evreniadis,William Kossack,1,0
2023-10-24,Dave Ewing,Ruel Dancel,0,1
2023-10-24,Michael Hayes,Daniel Graetz,1,0
2023-10-24,Ian Hinton,Chris Beagley,1,0
2023-10-24,Kane Weekley,Jason Yu,0,1
2023-10-24,Jayden Domeika,Chris Davis,1,0
2023-10-24,Stacey Vine,Jason Kyranis,0,1
2023-10-24,Dean Welsh,Travis Martin,1,0
2023-10-24,Matt Power,Jake McCartney,0,1
2023-10-24,Jakk Phillips,Gus Di Giorgio,0,1
2023-10-24,Colin Gamble,Rob Bowen,0,1
2023-10-24,Matt Harmon,Michael Scerri,0,1
2023-10-24,Nathan Miller,Marc Robertson,0,1
2023-10-24,Joseph Rennie,Paull Clack,1,0
2023-10-24,Malachy McNeill,Ben Nunan,1,0
2023-10-24,Dean Welsh,Rob Bowen,0,1
2023-10-24,Matt Power,Gus Di Giorgio,1,0
2023-10-24,Jakk Phillips,Jake McCartney,0,1
2023-10-24,Colin Gamble,Travis Martin,1,0
2023-10-24,Matt Harmon,Ben Nunan,0,1
2023-10-24,Phillip Thorp,Paull Clack,0,1
2023-10-24,Joseph Rennie,Marc Robertson,0,1
2023-10-24,Malachy McNeill,Michael Scerri,0,1
2023-10-24,Dean Welsh,Marc Robertson,0,1
2023-10-24,Matt Power,Michael Scerri,0,1
2023-10-24,Jakk Phillips,Ben Nunan,1,0
2023-10-24,Nathan Miller,Paull Clack,0,1
2023-10-24,Matt Harmon,Jake McCartney,1,0
2023-10-24,Phillip Thorp,Scott Parker,1,0
2023-10-24,Joseph Rennie,Rob Bowen,0,1
2023-10-24,Malachy McNeill,Gus Di Giorgio,0,1
2023-10-24,Jason Kyranis,Keegan Reid,0,1
2023-10-24,Jason Yu,Justin Stubbs,0,1
2023-10-24,Chris Beagley,Cooper Denmen,1,0
2023-10-24,Trai Chan,Blair Kirkcaldy,0,1
2023-10-24,Chris Davis,Joe Watkins,1,0
2023-10-24,William Kossack,Cale Barrett,0,1
2023-10-24,Daniel Graetz,Blake Rawlings,0,1
2023-10-24,Ruel Dancel,Jacob Marshall,1,0
2023-10-24,Jason Kyranis,Blair Kirkcaldy,1,0
2023-10-24,Jason Yu,Cooper Denmen,0,1
2023-10-24,Chris Beagley,Justin Stubbs,1,0
2023-10-24,Trai Chan,Keegan Reid,1,0
2023-10-24,Chris Davis,Jacob Marshall,1,0
2023-10-24,William Kossack,Blake Rawlings,0,1
2023-10-24,Daniel Graetz,Cale Barrett,0,1
2023-10-24,Ruel Dancel,Joe Watkins,0,1
2023-10-24,Jason Kyranis,Cale Barrett,0,1
2023-10-24,Jason Yu,Joe Watkins,0,1
2023-10-24,Chris Beagley,Jacob Marshall,1,0
2023-10-24,Trai Chan,Blake Rawlings,0,1
2023-10-24,Chris Davis,Justin Stubbs,1,0
2023-10-24,William Kossack,Keegan Reid,1,0
2023-10-24,Daniel Graetz,Blair Kirkcaldy,0,1
2023-10-24,Ruel Dancel,Cooper Denmen,1,0
2023-10-24,Justin Sajich,Michael Hayes,0,1
2023-10-24,Matthew Gartrell,Danyal Porter,0,1
2023-10-24,Rusty Wheeler,Stacey Vine,1,0
2023-10-24,Ben Crawley,Jayden Domeika,0,1
2023-10-24,Greg Segal,Alec Evreniadis,1,0
2023-10-24,Brent Read,Michael Cacciola,0,1
2023-10-24,Travis Crawley,Ian Hinton,1,0
2023-10-24,Barry Kitchener Jnr,Dave Ewing,1,0
2023-10-24,Justin Sajich,Jayden Domeika,0,1
2023-10-24,Matthew Gartrell,Stacey Vine,0,1
2023-10-24,Rusty Wheeler,Danyal Porter,0,1
2023-10-24,Ben Crawley,Michael Hayes,0,1
2023-10-24,Greg Segal,Dave Ewing,0,1
2023-10-24,Brent Read,Ian Hinton,0,1
2023-10-24,Travis Crawley,Michael Cacciola,0,1
2023-10-24,Barry Kitchener Jnr,Alec Evreniadis,0,1
2023-10-24,Justin Sajich,Michael Cacciola,1,0
2023-10-24,Matthew Gartrell,Alec Evreniadis,0,1
2023-10-24,Rusty Wheeler,Dave Ewing,0,1
2023-10-24,Ben Crawley,Ian Hinton,0,1
2023-10-24,Greg Segal,Danyal Porter,0,1
2023-10-24,Brent Read,Michael Hayes,0,1
2023-10-24,Travis Crawley,Jayden Domeika,1,0
2023-10-24,Barry Kitchener Jnr,Stacey Vine,1,0
2023-10-24,Luke Anglesey,Brett Broderick,1,0
2023-10-24,Clint Kappler,Josh Hands,1,0
2023-10-24,Luke Foster,Macwin Fernandes,1,0
2023-10-24,Ben Foster,Nick Pilat,1,0
2023-10-24,Nathan McMahon,Andy Barnett,0,1
2023-10-24,Stone Stenhouse,Craig Stevens,0,1
2023-10-24,Alex Kingsbury,Brendan Kantor,1,0
2023-10-24,Steve Saxon,Morgan Evans,0,1
2023-10-24,Luke Anglesey,Nick Pilat,0,1
2023-10-24,Clint Kappler,Macwin Fernandes,1,0
2023-10-24,Luke Foster,Josh Hands,1,0
2023-10-24,Ben Foster,Kyle Thomson,1,0
2023-10-24,Nathan McMahon,Morgan Evans,1,0
2023-10-24,Stone Stenhouse,Brendan Kantor,0,1
2023-10-24,Alex Kingsbury,Craig Stevens,1,0
2023-10-24,Steve Saxon,Andy Barnett,0,1
2023-10-24,Luke Anglesey,Craig Stevens,0,1
2023-10-24,Clint Kappler,Andy Barnett,0,1
2023-10-24,Luke Foster,Morgan Evans,0,1
2023-10-24,Ben Foster,Brendan Kantor,0,1
2023-10-24,Nathan McMahon,Brett Broderick,1,0
2023-10-24,Ben Judge,Kyle Thomson,0,1
2023-10-24,Alex Kingsbury,Nick Pilat,1,0
2023-10-24,Steve Saxon,Macwin Fernandes,1,0
2023-10-25,Jake McCartney,Ben Judge,0,1
2023-10-25,Marc Robertson,Nathan McMahon,1,0
2023-10-25,Ben Nunan,Steve Saxon,0,1
2023-10-25,Michael Scerri,Cedric Gonzales,1,0
2023-10-25,Paull Clack,Clint Kappler,1,0
2023-10-25,Rob Bowen,Luke Anglesey,0,1
2023-10-25,Gus Di Giorgio,Simon Gray,1,0
2023-10-25,Travis Martin,Luke Foster,0,1
2023-10-25,Jake McCartney,Cedric Gonzales,1,0
2023-10-25,Marc Robertson,Steve Saxon,0,1
2023-10-25,Ben Nunan,Nathan McMahon,0,1
2023-10-25,Michael Scerri,Ben Judge,1,0
2023-10-25,Paull Clack,Luke Foster,0,1
2023-10-25,Rob Bowen,Simon Gray,0,1
2023-10-25,Gus Di Giorgio,Luke Anglesey,1,0
2023-10-25,Travis Martin,Clint Kappler,0,1
2023-10-25,Jake McCartney,Luke Anglesey,1,0
2023-10-25,Marc Robertson,Clint Kappler,1,0
2023-10-25,Ben Nunan,Luke Foster,1,0
2023-10-25,Michael Scerri,Simon Gray,1,0
2023-10-25,Paull Clack,Nathan McMahon,1,0
2023-10-25,Rob Bowen,Ben Judge,1,0
2023-10-25,Gus Di Giorgio,Cedric Gonzales,1,0
2023-10-25,Scott Parker,Steve Saxon,0,1
2023-10-25,Craig Stevens,Jason Yu,0,1
2023-10-25,Nick Pilat,Ruel Dancel,0,1
2023-10-25,Morgan Evans,Jason Kyranis,1,0
2023-10-25,Brendan Kantor,Trai Chan,0,1
2023-10-25,Kyle Thomson,William Kossack,0,1
2023-10-25,Josh Hands,Chris Davis,0,1
2023-10-25,Andy Barnett,Daniel Graetz,1,0
2023-10-25,Brett Broderick,Chris Beagley,0,1
2023-10-25,Craig Stevens,Trai Chan,1,0
2023-10-25,Nick Pilat,Jason Kyranis,1,0
2023-10-25,Morgan Evans,Ruel Dancel,0,1
2023-10-25,Brendan Kantor,Jason Yu,0,1
2023-10-25,Kyle Thomson,Chris Beagley,1,0
2023-10-25,Josh Hands,Daniel Graetz,1,0
2023-10-25,Andy Barnett,Chris Davis,1,0
2023-10-25,Macwin Fernandes,William Kossack,1,0
2023-10-25,Brett Broderick,Chris Davis,0,1
2023-10-25,Nick Pilat,William Kossack,1,0
2023-10-25,Morgan Evans,Chris Beagley,0,1
2023-10-25,Brendan Kantor,Daniel Graetz,0,1
2023-10-25,Kyle Thomson,Ruel Dancel,0,1
2023-10-25,Josh Hands,Jason Yu,1,0
2023-10-25,Andy Barnett,Trai Chan,1,0
2023-10-25,Macwin Fernandes,Jason Kyranis,0,1
2023-10-25,Michael Cacciola,Malachy McNeill,1,0
2023-10-25,Alec Evreniadis,Jakk Phillips,0,1
2023-10-25,Dave Ewing,Matt Harmon,1,0
2023-10-25,Kane Weekley,Dean Welsh,1,0
2023-10-25,Danyal Porter,Phillip Thorp,1,0
2023-10-25,Ian Hinton,Matt Power,1,0
2023-10-25,Jayden Domeika,Joseph Rennie,0,1
2023-10-25,Michael Hayes,Nathan Miller,0,1
2023-10-25,Michael Cacciola,Dean Welsh,1,0
2023-10-25,Alec Evreniadis,Matt Harmon,0,1
2023-10-25,Dave Ewing,Jakk Phillips,1,0
2023-10-25,Kane Weekley,Malachy McNeill,1,0
2023-10-25,Danyal Porter,Nathan Miller,1,0
2023-10-25,Ian Hinton,Joseph Rennie,1,0
2023-10-25,Jayden Domeika,Colin Gamble,1,0
2023-10-25,Michael Hayes,Phillip Thorp,0,1
2023-10-25,Michael Cacciola,Colin Gamble,1,0
2023-10-25,Alec Evreniadis,Matt Power,0,1
2023-10-25,Dave Ewing,Nathan Miller,1,0
2023-10-25,Kane Weekley,Joseph Rennie,1,0
2023-10-25,Danyal Porter,Jakk Phillips,1,0
2023-10-25,Ian Hinton,Malachy McNeill,1,0
2023-10-25,Jayden Domeika,Dean Welsh,1,0
2023-10-25,Michael Hayes,Matt Harmon,0,1
2023-10-25,Cale Barrett,Ben Crawley,1,0
2023-10-25,Blake Rawlings,Rusty Wheeler,0,1
2023-10-25,Blair Kirkcaldy,Matthew Gartrell,0,1
2023-10-25,Jacob Marshall,Brent Read,1,0
2023-10-25,Justin Stubbs,Greg Segal,0,1
2023-10-25,Joe Watkins,Justin Sajich,1,0
2023-10-25,Keegan Reid,Barry Kitchener Jnr,0,1
2023-10-25,Blake Marshall,Travis Crawley,0,1
2023-10-25,Cale Barrett,Brent Read,1,0
2023-10-25,Blake Rawlings,Matthew Gartrell,0,1
2023-10-25,Blair Kirkcaldy,Rusty Wheeler,0,1
2023-10-25,Jacob Marshall,Ben Crawley,1,0
2023-10-25,Justin Stubbs,Travis Crawley,1,0
2023-10-25,Joe Watkins,Barry Kitchener Jnr,0,1
2023-10-25,Keegan Reid,Justin Sajich,0,1
2023-10-25,Blake Marshall,Greg Segal,1,0
2023-10-25,Cale Barrett,Justin Sajich,1,0
2023-10-25,Blake Rawlings,Greg Segal,1,0
2023-10-25,Blair Kirkcaldy,Travis Crawley,0,1
2023-10-25,Jacob Marshall,Barry Kitchener Jnr,1,0
2023-10-25,Justin Stubbs,Rusty Wheeler,0,1
2023-10-25,Cooper Denmen,Ben Crawley,0,1
2023-10-25,Keegan Reid,Brent Read,0,1
2023-10-25,Blake Marshall,Matthew Gartrell,0,1
2023-10-25,Ben Nunan,Michael Hayes,1,0
2023-10-25,Jake McCartney,Danyal Porter,0,1
2023-10-25,Rob Bowen,Stacey Vine,0,1
2023-10-25,Gus Di Giorgio,Jayden Domeika,1,0
2023-10-25,Marc Robertson,Alec Evreniadis,0,1
2023-10-25,Michael Scerri,Michael Cacciola,1,0
2023-10-25,Scott Parker,Kane Weekley,0,1
2023-10-25,Paull Clack,Dave Ewing,1,0
2023-10-25,Ben Nunan,Jayden Domeika,1,0
2023-10-25,Jake McCartney,Stacey Vine,1,0
2023-10-25,Rob Bowen,Danyal Porter,1,0
2023-10-25,Gus Di Giorgio,Michael Hayes,0,1
2023-10-25,Marc Robertson,Dave Ewing,0,1
2023-10-25,Michael Scerri,Kane Weekley,1,0
2023-10-25,Scott Parker,Michael Cacciola,0,1
2023-10-25,Paull Clack,Alec Evreniadis,0,1
2023-10-25,Ben Nunan,Michael Cacciola,0,1
2023-10-25,Jake McCartney,Alec Evreniadis,0,1
2023-10-25,Rob Bowen,Dave Ewing,0,1
2023-10-25,Gus Di Giorgio,Kane Weekley,1,0
2023-10-25,Marc Robertson,Danyal Porter,1,0
2023-10-25,Michael Scerri,Michael Hayes,0,1
2023-10-25,Scott Parker,Jayden Domeika,1,0
2023-10-25,Paull Clack,Stacey Vine,1,0
2023-10-25,Ben Foster,Jason Yu,0,1
2023-10-25,Cedric Gonzales,Ruel Dancel,0,1
2023-10-25,Luke Foster,Jason Kyranis,0,1
2023-10-25,Ben Judge,Trai Chan,1,0
2023-10-25,Luke Anglesey,William Kossack,1,0
2023-10-25,Simon Gray,Chris Davis,0,1
2023-10-25,Stone Stenhouse,Daniel Graetz,0,1
2023-10-25,Steve Saxon,Chris Beagley,0,1
2023-10-25,Ben Foster,Trai Chan,1,0
2023-10-25,Cedric Gonzales,Jason Kyranis,1,0
2023-10-25,Luke Foster,Ruel Dancel,1,0
2023-10-25,Ben Judge,Jason Yu,1,0
2023-10-25,Luke Anglesey,Chris Beagley,0,1
2023-10-25,Simon Gray,Daniel Graetz,1,0
2023-10-25,Stone Stenhouse,Chris Davis,1,0
2023-10-25,Clint Kappler,William Kossack,0,1
2023-10-25,Steve Saxon,Chris Davis,1,0
2023-10-25,Cedric Gonzales,William Kossack,1,0
2023-10-25,Luke Foster,Chris Beagley,1,0
2023-10-25,Ben Judge,Daniel Graetz,1,0
2023-10-25,Luke Anglesey,Ruel Dancel,1,0
2023-10-25,Simon Gray,Jason Yu,1,0
2023-10-25,Stone Stenhouse,Trai Chan,0,1
2023-10-25,Clint Kappler,Jason Kyranis,1,0
2023-10-25,Justin Sajich,Brett Broderick,1,0
2023-10-25,Matthew Gartrell,Nick Pilat,1,0
2023-10-25,Rusty Wheeler,Morgan Evans,0,1
2023-10-25,Greg Segal,Brendan Kantor,1,0
2023-10-25,Brent Read,Kyle Thomson,1,0
2023-10-25,Ben Crawley,Josh Hands,0,1
2023-10-25,Barry Kitchener Jnr,Andy Barnett,0,1
2023-10-25,Travis Crawley,Macwin Fernandes,1,0
2023-10-25,Justin Sajich,Brendan Kantor,0,1
2023-10-25,Matthew Gartrell,Morgan Evans,1,0
2023-10-25,Rusty Wheeler,Nick Pilat,1,0
2023-10-25,Greg Segal,Brett Broderick,1,0
2023-10-25,Brent Read,Macwin Fernandes,1,0
2023-10-25,Ben Crawley,Andy Barnett,0,1
2023-10-25,Barry Kitchener Jnr,Josh Hands,1,0
2023-10-25,Travis Crawley,Kyle Thomson,1,0
2023-10-25,Justin Sajich,Josh Hands,0,1
2023-10-25,Matthew Gartrell,Kyle Thomson,1,0
2023-10-25,Rusty Wheeler,Macwin Fernandes,1,0
2023-10-25,Greg Segal,Andy Barnett,1,0
2023-10-25,Brent Read,Nick Pilat,0,1
2023-10-25,Ben Crawley,Brett Broderick,0,1
2023-10-25,Barry Kitchener Jnr,Brendan Kantor,1,0
2023-10-25,Travis Crawley,Morgan Evans,0,1
2023-10-25,Jakk Phillips,Keegan Reid,1,0
2023-10-25,Colin Gamble,Justin Stubbs,1,0
2023-10-25,Malachy McNeill,Cooper Denmen,1,0
2023-10-25,Matt Harmon,Blair Kirkcaldy,0,1
2023-10-25,Joseph Rennie,Blake Rawlings,1,0
2023-10-25,Nathan Miller,Cale Barrett,0,1
2023-10-25,Phillip Thorp,Blake Marshall,1,0
2023-10-25,Dean Welsh,Jacob Marshall,0,1
2023-10-25,Jakk Phillips,Blair Kirkcaldy,1,0
2023-10-25,Colin Gamble,Cooper Denmen,1,0
2023-10-25,Malachy McNeill,Justin Stubbs,1,0
2023-10-25,Matt Harmon,Keegan Reid,1,0
2023-10-25,Joseph Rennie,Jacob Marshall,1,0
2023-10-25,Matt Power,Blake Marshall,0,1
2023-10-25,Phillip Thorp,Cale Barrett,0,1
2023-10-25,Dean Welsh,Blake Rawlings,0,1
2023-10-25,Jakk Phillips,Cale Barrett,0,1
2023-10-25,Colin Gamble,Blake Rawlings,0,1
2023-10-25,Malachy McNeill,Jacob Marshall,1,0
2023-10-25,Matt Harmon,Blake Marshall,1,0
2023-10-25,Joseph Rennie,Justin Stubbs,0,1
2023-10-25,Matt Power,Keegan Reid,0,1
2023-10-25,Nathan Miller,Blair Kirkcaldy,0,1
2023-10-25,Dean Welsh,Joe Watkins,0,1
2023-10-26,Michael Cacciola,Ben Nunan,1,0
2023-10-26,Alec Evreniadis,Jake McCartney,1,0
2023-10-26,Dave Ewing,Rob Bowen,0,1
2023-10-26,Ian Hinton,Gus Di Giorgio,1,0
2023-10-26,Danyal Porter,Marc Robertson,1,0
2023-10-26,Michael Hayes,Michael Scerri,0,1
2023-10-26,Jayden Domeika,Scott Parker,1,0
2023-10-26,Stacey Vine,Paull Clack,0,1
2023-10-26,Michael Cacciola,Gus Di Giorgio,1,0
2023-10-26,Alec Evreniadis,Rob Bowen,0,1
2023-10-26,Dave Ewing,Jake McCartney,0,1
2023-10-26,Ian Hinton,Ben Nunan,1,0
2023-10-26,Danyal Porter,Paull Clack,1,0
2023-10-26,Michael Hayes,Travis Martin,1,0
2023-10-26,Jayden Domeika,Michael Scerri,1,0
2023-10-26,Stacey Vine,Marc Robertson,1,0
2023-10-26,Michael Cacciola,Michael Scerri,1,0
2023-10-26,Alec Evreniadis,Marc Robertson,0,1
2023-10-26,Dave Ewing,Paull Clack,0,1
2023-10-26,Ian Hinton,Travis Martin,1,0
2023-10-26,Justin Sajich,Ben Judge,1,0
2023-10-26,Ben Crawley,Stone Stenhouse,0,1
2023-10-26,Rusty Wheeler,Steve Saxon,1,0
2023-10-26,Brent Read,Alex Kingsbury,0,1
2023-10-26,Greg Segal,Ben Foster,0,1
2023-10-26,Matthew Gartrell,Luke Anglesey,0,1
2023-10-26,Travis Crawley,Nathan McMahon,1,0
2023-10-26,Barry Kitchener Jnr,Luke Foster,0,1
2023-10-26,Justin Sajich,Alex Kingsbury,1,0
2023-10-26,Ben Crawley,Steve Saxon,0,1
2023-10-26,Rusty Wheeler,Stone Stenhouse,1,0
2023-10-26,Brent Read,Ben Judge,1,0
2023-10-26,Greg Segal,Luke Foster,0,1
2023-10-26,Matthew Gartrell,Nathan McMahon,1,0
2023-10-26,Travis Crawley,Luke Anglesey,0,1
2023-10-26,Barry Kitchener Jnr,Ben Foster,0,1
2023-10-26,Justin Sajich,Luke Anglesey,0,1
2023-10-26,Ben Crawley,Ben Foster,0,1
2023-10-26,Rusty Wheeler,Luke Foster,1,0
2023-10-26,Brent Read,Nathan McMahon,1,0
2023-10-26,Greg Segal,Stone Stenhouse,0,1
2023-10-26,Matthew Gartrell,Clint Kappler,1,0
2023-10-26,Travis Crawley,Alex Kingsbury,1,0
2023-10-26,Barry Kitchener Jnr,Steve Saxon,0,1
2023-10-26,Jake McCartney,Ben Judge,1,0
2023-10-26,Travis Martin,Stone Stenhouse,1,0
2023-10-26,Ben Nunan,Steve Saxon,1,0
2023-10-26,Marc Robertson,Alex Kingsbury,1,0
2023-10-26,Paull Clack,Ben Foster,0,1
2023-10-26,Rob Bowen,Luke Anglesey,1,0
2023-10-26,Gus Di Giorgio,Nathan McMahon,1,0
2023-10-26,Michael Scerri,Luke Foster,1,0
2023-10-26,Jake McCartney,Alex Kingsbury,1,0
2023-10-26,Travis Martin,Steve Saxon,0,1
2023-10-26,Ben Nunan,Stone Stenhouse,0,1
2023-10-26,Marc Robertson,Clint Kappler,0,1
2023-10-26,Paull Clack,Luke Foster,0,1
2023-10-26,Rob Bowen,Nathan McMahon,0,1
2023-10-26,Gus Di Giorgio,Luke Anglesey,0,1
2023-10-26,Michael Scerri,Ben Foster,1,0
2023-10-26,Jake McCartney,Luke Anglesey,1,0
2023-10-26,Scott Parker,Ben Foster,1,0
2023-10-26,Ben Nunan,Luke Foster,1,0
2023-10-26,Marc Robertson,Nathan McMahon,1,0
2023-10-27,Michael Cacciola,Scott Parker,1,0
2023-10-27,Alec Evreniadis,Ben Nunan,1,0
2023-10-27,Dave Ewing,Paull Clack,1,0
2023-10-27,Ian Hinton,Michael Scerri,1,0
2023-10-27,Danyal Porter,Rob Bowen,0,1
2023-10-27,Michael Hayes,Marc Robertson,0,1
2023-10-27,Jayden Domeika,Gus Di Giorgio,0,1
2023-10-27,Stacey Vine,Jake McCartney,0,1
2023-10-27,Michael Cacciola,Michael Scerri,0,1
2023-10-27,Alec Evreniadis,Paull Clack,1,0
2023-10-27,Dave Ewing,Ben Nunan,1,0
2023-10-27,Ian Hinton,Scott Parker,0,1
2023-10-27,Danyal Porter,Jake McCartney,0,1
2023-10-27,Michael Hayes,Gus Di Giorgio,1,0
2023-10-27,Jayden Domeika,Marc Robertson,1,0
2023-10-27,Stacey Vine,Rob Bowen,0,1
2023-10-27,Michael Cacciola,Marc Robertson,0,1
2023-10-27,Alec Evreniadis,Rob Bowen,0,1
2023-10-27,Dave Ewing,Jake McCartney,0,1
2023-10-27,Kane Weekley,Gus Di Giorgio,1,0
2023-10-27,Danyal Porter,Sean Dempsey,0,1
2023-10-27,Michael Hayes,Scott Parker,0,1
2023-10-27,Jayden Domeika,Michael Scerri,1,0
2023-10-27,Stacey Vine,Paull Clack,0,1
2023-10-27,Michael Cacciola,Gus Di Giorgio,0,1
2023-10-27,Alec Evreniadis,Jake McCartney,0,1
2023-10-27,Dave Ewing,Rob Bowen,0,1
